2024-01-16 17:02:24,344: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-16 17:02:27,042: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-01-16 17:02:27,043: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-16 17:02:27,044: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-01-16 17:02:27,044: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-16 17:02:27,046: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-16 17:02:27[0m
2024-01-16 17:02:27,046: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-16 17:02:27,051: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-16 17:02:29,450: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-16 17:02:29[0m
2024-01-16 17:02:29,452: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-16 17:02:29,453: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-01-16 17:02:29,453: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-01-16 17:02:29,454: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-16 17:02:29[0m
2024-01-16 17:02:29,454: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-16 17:02:29,455: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-16 17:02:29,682: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-16 17:02:29[0m
2024-01-16 17:02:29,684: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-16 17:02:29,685: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-01-16 17:02:29,685: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-01-16 17:02:29,686: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-16 17:02:29,688: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-01-16 17:02:29,689: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-01-16 17:02:29,689: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-16 17:02:29,690: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
